id,section_code,section_ref,subsection_title,clause_ref,subclause_ref,clause_title,clause_text,clause_type
,A,General Rules,,,,,General Rules,section_header
A1,A,General Rules,,A1,,Bills of Quantities,Bills of Quantities shall fully describe and accurately represent the works to be executed. Work which,clause
A2,A,General Rules,,A2,,Measurements,(a) Work shall be measured net as fixed in position and each measurement shall be taken to,clause
A3,A,General Rules,,A3,,Description,(a) The order of stating dimensions in descriptions shall be consistent and generally in the,clause
A4,A,General Rules,,A4,,Sizes of pipes or the,"Where this document requires the sizes of pipes and tubes (measured internally) and bars, cables,",clause
A5,A,General Rules,,A5,,Quantities,"(a) Where the unit of billing is the metre, kilogram or litre quantities shall be billed to the",clause
A6,A,General Rules,,A6,,Provisional or prime,Where this document requires provisional or prime cost sums to be given in accordance with this,clause
A7,A,General Rules,,A7,,Work under water,"Work executed in or under water shall be so described stating whether canal, river or sea water and",clause
A8,A,General Rules,,A8,,Work in compressed,Work executed in compressed air shall be so described stating the pressure and the methods,clause
A9,A,General Rules,,A9,,Dayworks,(a) The term ’day work’ shall mean work for which the contractor is to be paid on the basis of,clause
A10,A,General Rules,,A10,,Departures from the,No departure shall be made from this Standard Method of Measurement except to meet the,clause
,B,Preliminaries,,,,,Preliminaries,section_header
,B,Preliminaries,Preliminary particulars,,,,Preliminary particulars,subsection
,B,Preliminaries,Contracts particulars,,,,Contracts particulars,subsection
,B,Preliminaries,General matters,,,,General matters,subsection
,B,Preliminaries,Temporary works,,,,Temporary works,subsection
,B,Preliminaries,Works by public bodies,,,,Works by public bodies,subsection
,B,Preliminaries,Works by nominated sub-contractors,,,,Works by nominated sub-contractors,subsection
,B,Preliminaries,Goods and materials from nominated suppliers,,,,Goods and materials from nominated suppliers,subsection
,B,Preliminaries,Protecting and cleaning the works,,,,Protecting and cleaning the works,subsection
,B,Preliminaries,Contingencies,,,,Contingencies,subsection
B1,B,Preliminaries,,B1,,Name of Parties,"The names and addresses of the employer, the Architect, the Engineers, and the Quantity Surveyors",clause
B2,B,Preliminaries,,B2,,Description of site,(a) The location of the site shall be described stating the mode of access. Attention shall be,clause
B3,B,Preliminaries,,B3,,Description of the,(a) A general description of the works shall be given,clause
B4,B,Preliminaries,,B4,,Contract particulars,(a) Particulars of the form and type of contract shall be given,clause
B5,B,Preliminaries,,B5,,Items for convenience,"For convenience in pricing, items for the following shall given where applicable unless they are",clause
B4,B,Preliminaries,,B4,,in pricing covered by the schedules given in accordance with Clause,hereof.,clause
B6,B,Preliminaries,,B6,,Obligations imposed,Any obligation or restriction that may be imposed on the contractor by the employer in respect of,clause
B7,B,Preliminaries,,B7,,Water for the works,Water for the works and temporary arrangements for storing and distributing shall be given as an,clause
B8,B,Preliminaries,,B8,,Lighting and power for,Lighting and power for the works and temporary arrangements for distribution and for lighting of,clause
B9,B,Preliminaries,,B9,,Contractor’s liability,(a) The contractor’s liability for risk of injury to persons and property and of damage to,clause
B4,B,Preliminaries,,B4,,accordance with Clause,hereof.,clause
B4,B,Preliminaries,,B4,,by the schedules given in accordance with Clause,hereof.,clause
B4,B,Preliminaries,,B4,,with Clause,hereof.,clause
B10,B,Preliminaries,,B10,,Employers Liability,Where the cost of insuring any liability of the employer is required to be included in the contract sum,clause
B11,B,Preliminaries,,B11,,Temporary works,Clearing away temporary works and making good after shall be deemed to be included,clause
B12,B,Preliminaries,,B12,,Temporary roads,"Temporary roads, tracks, hard-standings, crossings and the like shall be given as an item stating",clause
B13,B,Preliminaries,,B13,,Temporary buildings,"(a) Temporary sheds, offices, messrooms, sanitary accommodation, and other temporary",clause
B14,B,Preliminaries,,B14,,Temporary,Temporary telephone facilities on the site shall be given as an item.,clause
B15,B,Preliminaries,,B15,,Temporary screens,Temporary screens and the like shall be given as an item stating the area and any requirements,clause
B16,B,Preliminaries,,B16,,Temporary hoardings,"(a) Temporary fencing, hoardings, fans, planked footways, guard-rails gantries and the like as",clause
B17,B,Preliminaries,,B17,,General scaffolding,General scaffolding for the works shall be given as an item,clause
B18,B,Preliminaries,,B18,,Dayworks,"(a) The cost of labour in dayworks shall be given as sum; alternatively, a schedule of the",clause
B19,B,Preliminaries,,B19,,Works by Public,Works which may only be carried out by a local authority or a public undertaking (e.g.,clause
B20,B,Preliminaries,,B20,,Works by nominated,(a) Works which are required to be carried out by a nominated sub-contractor shall be,clause
B21,B,Preliminaries,,B21,,Goods from,(a) Goods and materials which are required to be obtained from a nominated supplier,clause
B22,B,Preliminaries,,B22,,Protection of the,Protection of the works shall be given as an item covering all sections of the works,clause
B23,B,Preliminaries,,B23,,Removing rubbish and,Removing rubbish and debris and cleaning the works internally and externally shall be given as an,clause
B24,B,Preliminaries,,B24,,Contingencies,Provision for contingencies shall be given as a provision sum as Clause A7 hereof.,clause
,C,Demolitions and Alterations,,,,,Demolitions and Alterations,section_header
,C,Demolitions and Alterations,Demolitions,,,,Demolitions,subsection
,C,Demolitions and Alterations,Alterations,,,,Alterations,subsection
,C,Demolitions and Alterations,Sundries,,,,Sundries,subsection
C1,C,Demolitions and Alterations,,C1,,(a) The location of demolitions and alterations,shall be given in the description of the items.,clause
C10,C,Demolitions and Alterations,,C10,,accordance with Clause,hereof.,clause
C2,C,Demolitions and Alterations,,C2,,Demolitions,"(a) Demolishing individual structures (or parts thereof) shall be given as items, except the",clause
C3,C,Demolitions and Alterations,,C3,,Alterations,Alteration work which would be most conveniently priced on the site shall generally be grouped,clause
C4,C,Demolitions and Alterations,,C4,,Cutting,Cutting openings in old structures shall be given as items stating the openings nominal finished size of,clause
C5,C,Demolitions and Alterations,,C5,,Blockings up,Blocking up openings in old structures shall be given as items openings stating the size of the,clause
C6,C,Demolitions and Alterations,,C6,,Pulling down other,"Pulling down walls, partitions, floors, roofs, staircases and parts of old structures shall be given as",clause
C7,C,Demolitions and Alterations,,C7,,Taking down fittings,Taking down fittings and fixtures (e.g. doors; windows; sanitary appliances; counters; cupboards),clause
C8,C,Demolitions and Alterations,,C8,,Refixing fittings an d,"Repairing, adapting and refixing old fittings and fixtures shall be given as items stating the size.",clause
C9,C,Demolitions and Alterations,,C9,,Temporary screens,Temporary screens and temporary roofs shall each be given separately in square metres or,clause
C10,C,Demolitions and Alterations,,C10,,Shoring,Timber shoring (other than that incidental to demolitions and alterations) shall be given in linear,clause
,D,Excavations and Earthwork,,,,,Excavations and Earthwork,section_header
,D,Excavations and Earthwork,Site preparation,,,,Site preparation,subsection
,D,Excavations and Earthwork,Excavation,,,,Excavation,subsection
,D,Excavations and Earthwork,Disposal of water,,,,Disposal of water,subsection
,D,Excavations and Earthwork,Planking and strutting,,,,Planking and strutting,subsection
,D,Excavations and Earthwork,Hardcore filling,,,,Hardcore filling,subsection
D1,D,Excavations and Earthwork,,D1,,(a) Any information available concerning the nature of the ground and strata,shall be given.,clause
D2,D,Excavations and Earthwork,,D2,,Site preparation,(a) Anti-termite treatment to sub-soil or filling shall be given in square generally metres,clause
D3,D,Excavations and Earthwork,,D3,,Preserving vegetable,Excavating vegetable soil which is to be preserved shall be given in square metres,clause
D4,D,Excavations and Earthwork,,D4,,Removing trees and,(a) Cutting down trees and grubbing up their roots shall be enumerated. Tree exceeding 600,clause
D5,D,Excavations and Earthwork,,D5,,Excavation generally,(a) The quantities given for excavating and subsequent disposal shall be deemed to be the,clause
D15,D,Excavations and Earthwork,,D15,,accordance with Clause,hereof (except as otherwise provided in Clause D11),clause
D6,D,Excavations and Earthwork,,D6,,Surface excavation,Excavating surfaces over 300 millimetres deep to reduce levels shall be given in cubic metres. Such,clause
D7,D,Excavations and Earthwork,,D7,,Cuttings,Excavating cuttings shall be given in cubic metres.,clause
D8,D,Excavations and Earthwork,,D8,,Basements,Excavating basements and the like shall be given in cubic metres stating the starting level and the,clause
D5,D,Excavations and Earthwork,,D5,,depth as Clause,(f) hereof. Existing voids shall be deducted.,clause
D9,D,Excavations and Earthwork,,D9,,Foundation trenches,Excavating trenches to receive foundations shall be given in cubic metres stating the starting level,clause
D5,D,Excavations and Earthwork,,D5,,and the depth as Clause,(f) hereof. Preliminary trenches for basement retaining walls which are,clause
D10,D,Excavations and Earthwork,,D10,,Pits,"Excavating pits to receive bases of stanchions, isolated piers and the like and grouped together shall",clause
D5,D,Excavations and Earthwork,,D5,,be given in cubic metres stating the starting level and the depth as Clause,(f) hereof. No,clause
D11,D,Excavations and Earthwork,,D11,,Pipe trenches and the,"Excavating trenches to receive service pipes, cables, kerbs and the like shall be given in linear metres",clause
D12,D,Excavations and Earthwork,,D12,,Breaking up concrete,"Breaking up concrete, reinforced concrete work and the like met with in excavation shall each be",clause
D13,D,Excavations and Earthwork,,D13,,Breaking up paving,"Breaking up surface concrete, reinforced surface concrete, paving tar macadam and the like on the",clause
D14,D,Excavations and Earthwork,,D14,,Existing conservancy,"Clearing out and removing contents of conservancy tanks, septic tanks and the like shall be",clause
D15,D,Excavations and Earthwork,,D15,,Disposal of excavated,(a) Multiple-handling of excavated materials and transporting about the site as necessary,clause
D16,D,Excavations and Earthwork,,D16,,Surface treatments,(a) Treating the surface of the ground or the surface of filling or the bottom of excavation,clause
D17,D,Excavations and Earthwork,,D17,,Soiling seeding,"Soiling, seeding, planting, fertilizing and turfing to surfaces shall each be given separately in",clause
D18,D,Excavations and Earthwork,,D18,,Disposal of water,(a) Keeping excavations free from water (i.e. all water except spring or running water) shall,clause
D19,D,Excavations and Earthwork,,D19,,Planking and strutting,Planking and strutting shall be deemed to mean providing everything requisite to uphold the sides of,clause
D20,D,Excavations and Earthwork,,D20,,Hardcore filling,(a) Hardcore filling shall be measured as equal to the void to be filled. Any thickness stated,clause
D16,D,Excavations and Earthwork,,D16,,(d) Treating the surface of the hardcore shall be given in accordance with Clause,(a) and,clause
,E,Piling,,,,,Piling,section_header
,E,Piling,Wood or concrete piles,,,,Wood or concrete piles,subsection
,E,Piling,Contractor-designed concrete piles,,,,Contractor-designed concrete piles,subsection
,E,Piling,Steel sheet piling,,,,Steel sheet piling,subsection
E1,E,Piling,,E1,,(a) Any information available concerning the nature of the ground and strata,shall be given,clause
E2,E,Piling,,E2,,Wood or concrete,Designs for piles shall be deemed to be provided by the employer Piles required to be designed by,clause
E7,E,Piling,,E7,,piles generally the contractor shall be given in accordance with Clause,hereof.,clause
E3,E,Piling,,E3,,Wood piles,(a) Supplying wood piles shall be given in linear metres stating the nominal size. Those over,clause
E4,E,Piling,,E4,,Cast concrete,(a) Supplying cast concrete piles shall be given in linear metres piles stating the nominal size,clause
,F,Concrete Work,,,,,Concrete Work,section_header
,F,Concrete Work,Plain concrete and reinforced concrete,,,,Plain concrete and reinforced concrete,subsection
,F,Concrete Work,Reinforcement,,,,Reinforcement,subsection
,F,Concrete Work,Formwork,,,,Formwork,subsection
,F,Concrete Work,Precast concrete units,,,,Precast concrete units,subsection
,F,Concrete Work,Hollow block suspended Construction,,,,Hollow block suspended Construction,subsection
,F,Concrete Work,Prestressed concrete,,,,Prestressed concrete,subsection
,F,Concrete Work,Precast prestressed units,,,,Precast prestressed units,subsection
,F,Concrete Work,Sundries,,,,Sundries,subsection
,F,Concrete Work,,,,,Concrete Work,section_header
,F,Concrete Work,Plain concrete and reinforced concrete,,,,Plain concrete and reinforced concrete,subsection
,F,Concrete Work,Reinforcement,,,,Reinforcement,subsection
,F,Concrete Work,Formwork,,,,Formwork,subsection
,F,Concrete Work,Precast concrete units,,,,Precast concrete units,subsection
,F,Concrete Work,Hollow block suspended Construction,,,,Hollow block suspended Construction,subsection
,F,Concrete Work,Prestressed concrete,,,,Prestressed concrete,subsection
,F,Concrete Work,Precast prestressed units,,,,Precast prestressed units,subsection
,F,Concrete Work,Sundries,,,,Sundries,subsection
,F,Concrete Work,,,,,Concrete Work,section_header
,F,Concrete Work,Plain concrete and reinforced concrete,,,,Plain concrete and reinforced concrete,subsection
,F,Concrete Work,Reinforcement,,,,Reinforcement,subsection
,F,Concrete Work,Formwork,,,,Formwork,subsection
,F,Concrete Work,Precast concrete units,,,,Precast concrete units,subsection
,F,Concrete Work,Hollow block suspended Construction,,,,Hollow block suspended Construction,subsection
,F,Concrete Work,Prestressed concrete,,,,Prestressed concrete,subsection
,F,Concrete Work,Precast prestressed units,,,,Precast prestressed units,subsection
,F,Concrete Work,Sundries,,,,Sundries,subsection
F1,F,Concrete Work,,F1,,(a) Particulars of the following,shall be given:,clause
F2,F,Concrete Work,,F2,,(a) Plain in-situ concrete,shall be given under an appropriate heading.,clause
F4,F,Concrete Work,,F4,,Machines bases Beds,Machine bases shall be given in cubic metres,clause
F6,F,Concrete Work,,F6,,"Roads, foot-paths &","Roads, footpaths and pavings shall each be so described and given in accordance with the rules for",clause
F5,F,Concrete Work,,F5,,pavings beds in Clause,hereof.,clause
F7,F,Concrete Work,,F7,,"Floors, roofs and the","(a) Suspended floors, roofs and the like (measured over all bearings and grouped together)",clause
F8,F,Concrete Work,,F8,,Walls,(a) Measurements of walls shall be taken between attached piers or pilasters. The thickness,clause
F9,F,Concrete Work,,F9,,Casings to steelwork,"Casings to steel beams, lintels, stanchions and the like shall each be given separately in cubic metres.",clause
F10,F,Concrete Work,,F10,,Beams and Columns,"Beams, lintels, columns and the like shall each be given separately in cubic metres. Floor beams and",clause
F11,F,Concrete Work,,F11,,Steps and,"(a) Steps, staircases and strings (grouped together) shall be given staircases in cubic",clause
F12,F,Concrete Work,,F12,,Kerbs,Kerbs may be given in cubic metres or in linear metres stating the size,clause
F13,F,Concrete Work,,F13,,Finishes on to,Finishes (measured on the exposed face) which are cast on to cast the concrete by lining formwork,clause
F14,F,Concrete Work,,F14,,Labours on concrete,(a) Treating the surface of unset concrete over 300 millimetres thick (e.g. grading to cross-,clause
F15,F,Concrete Work,,F15,,Expansion joints in,Expansion joints in concrete where over 300 millimetres wide shall be given in square metres.,clause
F16,F,Concrete Work,,F16,,Bar rein-forcement,(a) Particulars of the following shall be given:-,clause
F17,F,Concrete Work,,F17,,Fabric reinforcement,(a) Fabric reinforcement shall be measured as to area covered but no allowance shall be,clause
F18,F,Concrete Work,,F18,,Labours on fabric rein,(a) Raking cutting and curved cutting on fabric reinforcement shall each be given separately,clause
F19,F,Concrete Work,,F19,,Formwork Generally,(a) Formwork shall be measured as the actual surfaces of the finished structure which require,clause
F20,F,Concrete Work,,F20,,Formwork to surfaces,(a) Formwork to surfaces (other than those mentioned in Clauses F21 to F23 hereof) shall be,clause
F21,F,Concrete Work,,F21,,Formwork to edges,(a) Formwork to edges shall be given in linear metres stating the width in stages of 75,clause
F22,F,Concrete Work,,F22,,Formwork to bands,"Formwork to projecting or sunk bands, cornices and the like (grouped together) shall be given in",clause
F23,F,Concrete Work,,F23,,Formwork to grooves,"(a) Formwork to throats, grooves, chases, rebates, chamfers over 50 millimetres wide,",clause
F24,F,Concrete Work,,F24,,Labours on formwork,(a) Raking cutting and curved cutting shall each be given separately in linear metres.,clause
F25,F,Concrete Work,,F25,,Precast units generally,(a) Precast units shall be given under an appropriate heading,clause
F26,F,Concrete Work,,F26,,Structural units,Structural units (e.g. stanchions; beams; purlins; trusses) shall each be enumerated separately,clause
F27,F,Concrete Work,,F27,,Steps and staircases,"Steps, landings, solid balustrade panels and the like shall each be enumerated separately stating the",clause
F28,F,Concrete Work,,F28,,Kerbs and edgings,"Kerbs, edgings and the like shall each be given separately in linear metres stating the size. Curved",clause
F29,F,Concrete Work,,F29,,"Shelves seats, duct","Shelves, divisions, seats, duct covers, sills, lintels, copings and the like shall each be fully described",clause
F30,F,Concrete Work,,F30,,Templates,"Templates (or padstones), bases to posts and the like shall each be and bases",clause
F31,F,Concrete Work,,F31,,Pier-caps and,"Pier-caps, chimney-caps and the like shall each be enumerated separately stating the size and the",clause
F32,F,Concrete Work,,F32,,Hollow block,Hollow block suspended construction and formwork in contact therewith only shall,clause
F33,F,Concrete Work,,F33,,"Floors, roofs and the","(a) Suspended floors, roofs and the like (measured over the ribs and bearings and grouped",clause
F7,F,Concrete Work,,F7,,like together) shall be given in square metres in accordance with Clause,hereof. Filling ends,clause
F34,F,Concrete Work,,F34,,Labours on hollow,Forming hips and valleys shall each be given separately in linear metres stating the thickness.,clause
F35,F,Concrete Work,,F35,,Fixing slips and metal,"Fixing-slips, metal clips and the like shall each be enumerated separately stating the method",clause
F36,F,Concrete Work,,F36,,Formwork,Formwork shall be given in accordance with clauses F19 to 24 hereof,clause
F37,F,Concrete Work,,F37,,Prestressed concrete,(a) Prestressed concrete work (Le. work where reinforcement is tensioned before or as the,clause
F38,F,Concrete Work,,F38,,Structural in-situ,(a) Structural in-situ members (e.g. beams; columns) shall be given in accordance with,clause
F10,F,Concrete Work,,F10,,members Clause,hereof.,clause
F39,F,Concrete Work,,F39,,"Cores, ducts and",(a) Forming and grouting or sealing the ducts or grooves shall be given in linear metres,clause
F40,F,Concrete Work,,F40,,Wires and cables,(a) Supplying steel wires or cables (measured between anchorages) shall be given in,clause
F41,F,Concrete Work,,F41,,Reinforcement,Reinforcement shall be in accordance with Clauses F16 to F18 hereof.,clause
F42,F,Concrete Work,,F42,,Formwork,"(a) Formwork shall be given in accordance with Clauses F19 to F24 hereof, subject to the",clause
F43,F,Concrete Work,,F43,,Precast prestressed,(a) A general description of the precast prestressed units and of the system and method of,clause
F37,F,Concrete Work,,F37,,,,clause
F37(c),F,Concrete Work,,F37,F37(c),,hereof.,subclause
F44,F,Concrete Work,,F44,,Precast units,"(a) Precast units shall be enumerated stating the number, the size, the length, the height",clause
F45,F,Concrete Work,,F45,,"Cores, wires and","Cores, ducts and recesses shall be given in accordance with Clause F39 hereof. Wires and cables shall",clause
F40,F,Concrete Work,,F40,,reiforcement be given in accordance with Clause,hereof. Reinforcement shall be given in accordance with,clause
F17,F,Concrete Work,,F17,,Clauses,to F19 hereof.,clause
F46,F,Concrete Work,,F46,,Grinding and sand,"Grinding, sand-blasting, bush hammering, brushing to expose aggregate and like treatment to the",clause
F47,F,Concrete Work,,F47,,Cutting grooves,"Cutting grooves, chases, rebates, chamfers and the like shall each be given separately in linear",clause
F23,F,Concrete Work,,F23,,"chases, chamfers and metres stating the size. For such details produced by formwork see Clause",hereof.,clause
F48,F,Concrete Work,,F48,,Holes,"(a) Holes for pipes, tubes, bars, cables, conduits and the like members (grouped together)",clause
F49,F,Concrete Work,,F49,,Mortices,"Mortices, sinkings and the like shall each be enumerated separately stating the purpose. Running",clause
F50,F,Concrete Work,,F50,,Making good,Making good concrete in connection with holes and mortices shall be given in the description of,clause
,G,Walling,,,,,Walling,section_header
,G,Walling,Walling in connection with boilers,,,,Walling in connection with boilers,subsection
,G,Walling,Facework,,,,Facework,subsection
,G,Walling,Brick facework,,,,Brick facework,subsection
,G,Walling,Rubble walling,,,,Rubble walling,subsection
,G,Walling,Masonry,,,,Masonry,subsection
,G,Walling,Cast stonework,,,,Cast stonework,subsection
,G,Walling,Clayware work,,,,Clayware work,subsection
,G,Walling,Sundries,,,,Sundries,subsection
,G,Walling,Centering,,,,Centering,subsection
,G,Walling,Damp-proof courses,,,,Damp-proof courses,subsection
G1,G,Walling,,G1,,Walling generally,Walling shall consist of blocks or bricks laid in mortar (e.g. solid and hollow concrete blockwork;,clause
G2,G,Walling,,G2,,Particulars of the following,shall be given:-,clause
G3,G,Walling,,G3,,Measurement of,(a) Walling shall be measured the mean length by the average height. No deductions shall be,clause
G13,G,Walling,,G13,,and described. All other labours (except cutting chases as Clause,hereof) shall be,clause
G4,G,Walling,,G4,,Classifications,(a) Walling shall be given in square metres stating the thickness. Classification shall be as,clause
G5,G,Walling,,G5,,Cube walling,Walling in each of the following classes shall be given separately in cubic metres,clause
G6,G,Walling,,G6,,Projections,"Walling in projections, bands, oversailing courses and the like (measured beyond the face of the wall)",clause
G7,G,Walling,,G7,,Thicknessing,Walling of any thickness in each of the following classes shall be given separately in square metres,clause
G8,G,Walling,,G8,,Grooved blocks,Grooved blocks and bricks shall be given in square metres as extra over the walling in which they,clause
G9,G,Walling,,G9,,Flue lining,Refractory brick linings to flues shall be given in square metres stating the thickness. Those bonded to,clause
G10,G,Walling,,G10,,Glass blocks,(a) Glass blockwork in walls and panels shall be given in square metres stating the size and,clause
G11,G,Walling,,G11,,Cavity walls,(a) Forming cavities in hollow walls shall be given in square metres stating the width of the,clause
G12,G,Walling,,G12,,Eaves,Walling in eaves-filling shall be given in linear metres as a labour filling and material item stating the,clause
G13,G,Walling,,G13,,Chases,"Horizontal rough chases in new work for edges of floors, landings and roofs shall be deemed to be",clause
G14,G,Walling,,G14,,Rough arches,Rough arches (measured the mean length on face) shall be given in linear metres as extra over the,clause
G15,G,Walling,,G15,,Bonding ends,Bonding ends of new walling to other types of construction or to existing work shall be given in linear,clause
G16,G,Walling,,G16,,Reinforced walls,Particulars of reinforcement in walls shall be given in the description of the item concerned,clause
G17,G,Walling,,G17,,Seating and flues,(a) Boiler seatings and boiler flues shall be given in detail in accordance with the relevant,clause
G18,G,Walling,,G18,,Chimneys,Chimney-shafts shall be given in detail in accordance with the relevant Clauses hereof under an,clause
G19,G,Walling,,G19,,Facework generally,(a) The rules relating to facework shall apply equally to fair face.,clause
G20,G,Walling,,G20,,Angles and chases,(a) Fair vertical internal angles and fair vertical external angles shall be deemed to be included,clause
G21,G,Walling,,G21,,Tile creasings,"(a) Flush, sunk and projecting tile creasings shall each be given separately in linear metres as",clause
G22,G,Walling,,G22,,Quoins,(a) Facework of flush quoins formed with facing blocks or bricks which differ in kind or size,clause
G23,G,Walling,,G23,,Arches,Facework to arches (measured the mean length on face) shall be given in linear metres stating the,clause
G24,G,Walling,,G24,,Tumblings of,Facework to tumblings of buttresses shall be enumerated stating the size,clause
G25,G,Walling,,G25,,Walling faced or fair,(a) Stone walling faced both sides built with blocks extending the full thickness of the wall,clause
G26,G,Walling,,G26,,Angles,"Purpose-made bricks to form bull-nosed, squint, birdsmouth or moulded angles and the like shall be",clause
G27,G,Walling,,G27,,Band courses,(a) Facework to all sunk and projecting plain bands not exceeding 300 millimetres and flush,clause
G28,G,Walling,,G28,,Bricks on edge or,"(a) Facework, to flush, sunk and projecting brick-on-edge bands, dentilled bands, basket-",clause
G29,G,Walling,,G29,,"Cills, thresholds","(a) Cills, thresholds, copings and steps built of fair-faced brickwork or entirely of facings shall",clause
G30,G,Walling,,G30,,"Key blocks, corbels","Key blocks, corbels, bases to pilasters, and cappings to isolated piers shall be enumerated separately",clause
G31,G,Walling,,G31,,Rubble walling,Rubble work shall consist of natural stones either irregular in shape or roughly dressed and laid dry or,clause
G32,G,Walling,,G32,,Dry rubble work (i.e. work built without mortar),shall be so described.,clause
G33,G,Walling,,G33,,Particulars of the following,shall be given:-,clause
G34,G,Walling,,G34,,Levelled courses,"Levelling uncoursed rubble work for damp-proof courses, band-sills, places, copings and the like",clause
G35,G,Walling,,G35,,Dressed margins,Dressed margins on rubble work shall be given in linear metres stating the width of the margin. Stops,clause
G36,G,Walling,,G36,,Copings,Copings formed of rough stones shall be given in linear metres stating the width and average height of,clause
G37,G,Walling,,G37,,Masonry generally,(a) Masonry shall consist of dressed blocks of natural stone accurately worked to given,clause
G38,G,Walling,,G38,,Measurement,(a) Superficial items of work shall be measured the mean length by the average height as,clause
G46,G,Walling,,G46,,work see Clause,hereof. Work curved on plan shall be so described stating the mean,clause
G39,G,Walling,,G39,,Ends and angles of,"(a) Square ends, square reveals and square external angles of walls shall be given in linear",clause
G40,G,Walling,,G40,,Stone facework,(a) Stone facework bonded to a backing of other material shall be given in square metres,clause
G41,G,Walling,,G41,,Stone slabbing or,For pavings and stone slabbing or cladding to walls see Section S.,clause
G42,G,Walling,,G42,,Rough cutting,"(a) Rough notchings and rough sinkings (grouped together) for steel sections, concrete",clause
G43,G,Walling,,G43,,Fair cutting,(a) Fair raking cutting on superficial items of stonework shall be given in linear metres stating,clause
G44,G,Walling,,G44,,Rustications,Rustications shall be given in the description of the stonework on which they occur,clause
G45,G,Walling,,G45,,"Grooves, rebates","(a) Grooves, throats, rebates, margins, flutes, sinkings, chamfered angles, rounded angles",clause
G46,G,Walling,,G46,,Mouldings,(a) Mouldings on superficial items of stonework shall be given in linear metres stating the,clause
G47,G,Walling,,G47,,Enrichments,Enrichments (e.g. bead-and-reel; egg-and-dart; dentils) shall each be given separately in linear metres,clause
G48,G,Walling,,G48,,Ornaments,"Ornaments (e.g. scrolls, rosettes; crockets) shall each be enumerated separately stating the size. The",clause
G49,G,Walling,,G49,,Small panels,(a) Stones forming small panels (i.e. panels not exceeding 0.10 square metres) shall each be,clause
G50,G,Walling,,G50,,Pilasters,(a) Stones forming pilasters shall be given in linear metres (measured vertically) stating the,clause
G51,G,Walling,,G51,,Quoins and jambs,Stones forming quoins and jambs shall each be given separately in linear metres (measured vertically),clause
G52,G,Walling,,G52,,Columns,(a) Independent columns shall be given in linear metres ( measured vertically) stating the size,clause
G53,G,Walling,,G53,,"Lintels, sills, transoms","(a) Lintels, sills, mullions, and transoms shall each be given separately in mullions & linear",clause
G54,G,Walling,,G54,,"Copings, cornices and","(a) Copings, cornices, band-courses, string-courses, plinth cappings and the like members shall",clause
G55,G,Walling,,G55,,Slab architraves and,(a) Slab architraves and slab surrounds to openings (i.e. slabs not bonded to surrounding,clause
G56,G,Walling,,G56,,Arches,"Springers, voussoirs and keystones of arches shall be enumerated separately stating the size of the",clause
G57,G,Walling,,G57,,Pier -caps and,"Pier-caps, chimney-caps and the like shall each be enumerated separately stating the size. Openings",clause
G58,G,Walling,,G58,,"Finials, brackets and","Finials, terminals, brackets, corbels and the like shall each be enumerated separately stating the size",clause
G59,G,Walling,,G59,,Tracery,Stones forming tracery shall be enumerated stating the size,clause
G60,G,Walling,,G60,,Special features,Special features composed of one or more stones (e.g. ornamental panels; oriel windows; bullseye,clause
G61,G,Walling,,G61,,"Steps, winders and",(a) Steps (except winders) shall be given in linear metres stating the size and the number of,clause
G62,G,Walling,,G62,,"Handrails, cappings","(a) Handrails, cappings and kerbs shall each be given separately in linear metres stating the",clause
G63,G,Walling,,G63,,Balustrade panelS,Balustrade panels and the like shall be enumerated stating the size. Those of irregular shape and,clause
G64,G,Walling,,G64,,Balusters and newels,"Balusters, half-balusters, newels and newel-caps shall each be enumerated separately stating the",clause
G65,G,Walling,,G65,,Cover-stones and,"Cover-stones, corbel-courses and the like shall be given separately in linear metres stating the size.",clause
G66,G,Walling,,G66,,"Templates, bases and","Templates. bases. thresholds, hearths and the like shall each be enumerated separately stating the",clause
G67,G,Walling,,G67,,"Shelves, divisions","(a) Shelves, divisions, table-tops, work-tops, counter-tops, seats, bath-panels and the like",clause
G68,G,Walling,,G68,,Carvings and,(a) Carving and sculpture shall each be enumerated separately stating the character of the,clause
G69,G,Walling,,G69,,Cast stonework,(a) Cast stonework shall consist of blocks of reconstructed or artificial stone accurately cast,clause
G70,G,Walling,,G70,,Work in cast stone,Work in cast stone shall be given in accordance with the rules for masonry in Clauses G37 to G68,clause
G71,G,Walling,,G71,,Clayware Generally,(a) Clayware work shall consist of blocks of fired C1ayware cast to given dimensions and used,clause
G72,G,Walling,,G72,,Work in clayware,Work in clayware shall be given in accordance with the rules for masonry in Clauses G37 to G68,clause
G73,G,Walling,,G73,,Preparing for raising,(a) Preparing tops of old walls to receive new shall be given in linear metres stating the,clause
G74,G,Walling,,G74,,Weather fillets and,Weather-fillets and angle-fillets shall each be given separately in linear metres stating the width.,clause
G75,G,Walling,,G75,,Bedding,"Bedding plates, corrugated sheeting, wood frames and sills and the like and pointing to one or both",clause
G76,G,Walling,,G76,,Wedging and pinner,Wedging and pinning up new work to underside of old construction in cases where the load is to be,clause
G77,G,Walling,,G77,,Cutting grooves,Cutting grooves for water-bars and the like shall be given in linear metres,clause
G78,G,Walling,,G78,,Preparing for,(a) Raking out joint or cutting groove for turned-in edge of flashings shall be given in linear,clause
