id,section_code,section_ref,subsection_title,clause_ref,subclause_ref,clause_title,clause_text,clause_type,order_in_section
W11,W,Drainage,,W11,,Water reticulation,(a) Work shall be grouped as follows and each group shall be given under an appropriate,clause,13
X_HEADER,X,Landscaping,,,,,Landscaping,section_header,1
X1,X,Landscaping,,X1,,Landscaping generally,(a) Particulars of the following shall be given,clause,2
X2,X,Landscaping,,X2,,"Seeding, turfing and",(a) Particulars of the following shall be given,clause,3
X3,X,Landscaping,,X3,,Planting,(a) Particulars of the following shall be given,clause,4
X4,X,Landscaping,,X4,,"Watering, maintaining","Watering, pruning, mowing, maintaining and protection of seedings/turves/grassing/plantings shall",clause,5
X5,X,Landscaping,,X5,,Contouring,"Excavations, filling, etc., shall be given in accordance with the rules laid down under “Excavation and",clause,6
X6,X,Landscaping,,X6,,"Topsoil, compost lime","Topsoil and compost shall be given in cubic metres, filling to plant boxes being given separately.",clause,7
X7,X,Landscaping,,X7,,Prunning of existing,Prunning of existing trees and shrubs shall be enumerated stating the type of shrub.,clause,8
X8,X,Landscaping,,X8,,Rockery boulders,Rockery boulders shall be suitably grouped and be enumerated.,clause,9
X9,X,Landscaping,,X9,,Retaining structures,"Retaining structures formed or filled gabion boxes and mattresses, concrete precast concrete,",clause,10
X10,X,Landscaping,,X10,,Pebble coverings,Pebble covering shall be given in square metres stating the type and thickness.,clause,11
X11,X,Landscaping,,X11,,"Ponds, water features","Ponds, water features, etc., formed of concrete, precast concrete masonry, etc., shall be given in",clause,12
X12,X,Landscaping,,X12,,Irrigation system,Irrigation systems shall be given in accordance with the principles laid down in the relevant trades.,clause,13
Y_HEADER,Y,Roadworks,,,,,Roadworks,section_header,1
Y_SUB_2,Y,Roadworks,Generally to Section Y,,,,Generally to Section Y,subsection,2
Y1,Y,Roadworks,,Y1,,Roadworks generally,(a) Roadworks shall be classified according to,clause,3
Y2,Y,Roadworks,,Y2,,"Excavations, filling","Excavations, filling bases, etc., shall be given in accordance with the rules for “Excavation and",clause,4
Y3,Y,Roadworks,,Y3,,Insitu concrete roads,Concrete work shall be given in accordance with the rules for “concrete works”,clause,5
Y4,Y,Roadworks,,Y4,,Coated macadam,(a) Particulars of the following shall be given.,clause,6
Y5,Y,Roadworks,,Y5,,"Gravel, murram and",(a) The kind and quality of materials and the method of compaction shall be given,clause,7
Y6,Y,Roadworks,,Y6,,Interlocking bricks,(a) Particulars of the following shall be given,clause,8
Y7,Y,Roadworks,,Y7,,Road kerbs,"Works to kerbs, channeling, edging, humps and shoulders shall be measured in accordance with the",clause,9
Y8,Y,Roadworks,,Y8,,Road signs and crash,Works to road signs and crash barriers shall be given in accordance with the rules of the relevant,clause,10
Y9,Y,Roadworks,,Y9,,"Embarkments, and",Works to embarkments and gabions shall be given in accordance with the rules of the relevant,clause,11
Y10,Y,Roadworks,,Y10,,Jointing,Movement joint shall be given in linear metres.,clause,12
Y11,Y,Roadworks,,Y11,,Painting,Paintwork shall be given in accordance with the rules for “Painting and Decorations.”,clause,13
Z_HEADER,Z,Fencing,,,,,Fencing,section_header,1
Z_SUB_2,Z,Fencing,Opening-type fencing,,,,Opening-type fencing,subsection,2
Z_SUB_3,Z,Fencing,Close-type fencing,,,,Close-type fencing,subsection,3
Z_SUB_4,Z,Fencing,Gates,,,,Gates,subsection,4
Z1,Z,Fencing,,Z1,,Fencing generally,(a) Particulars of the following shall be given:-,clause,5
Z2,Z,Fencing,,Z2,,Post-and-wire fencing,"Post -and -wire fencing shall be given in linear meters stating the height of the fencing, the gauge",clause,6
Z3,Z,Fencing,,Z3,,Post-and-rail fencing,"Post-and-rail fencing shall be given in linear metres stating the height of the fencing, the size and",clause,7
Z4,Z,Fencing,,Z4,,Chain-link and wire,Chain-link fencing and wire-mesh fencing shall be given separately in linear metres stating the,clause,8
Z5,Z,Fencing,,Z5,,Metal bar fencing,"(a) Metal bar fencing shall be given in linear metres stating the height of the fencing,",clause,9
Z6,Z,Fencing,,Z6,,Close-boarded fencing,"Close-boarded fencing shall be given in linear metres stating the height of the fencing, the size and",clause,10
Z7,Z,Fencing,,Z7,,Built-up concrete,"Built-up concrete fencing shall be given in linear metres stating the height of .the fencing, the size",clause,11
Z8,Z,Fencing,,Z8,,Corrugated Fencing,"Corrugated fencing shall be given in linear metres stating the height of the fencing, the size and",clause,12
Z9,Z,Fencing,,Z9,,Gates,"(a) Gates shall be enumerated stating the size and the method of construction. Hinges,",clause,13
